ano_campeonato,rodada,estadio,arbitro,publico,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante
2017,2,Arena Condá,André Luiz de Freitas Castro,10323.0,Chapecoense,Palmeiras,Vágner Mancini,Cuca,11.0,2.0,12050000.0,21500000.0,27.2,27.1,1.0,0.0,0.0,0.0
2017,3,Arena Condá,Marcelo de Lima Henrique,6188.0,Chapecoense,Avaí FC,Vágner Mancini,Claudinei Oliveira,6.0,17.0,12050000.0,6550000.0,27.3,27.3,2.0,0.0,2.0,0.0
2017,5,Arena Condá,Rodolpho Toski Marques,14403.0,Chapecoense,Grêmio,Vágner Mancini,Renato Gaúcho,1.0,3.0,12050000.0,28300000.0,27.3,28.1,3.0,6.0,1.0,2.0
2017,7,Arena Condá,Jailson Macedo Freitas,10033.0,Chapecoense,Vasco da Gama,Vágner Mancini,Milton Mendes,4.0,11.0,12050000.0,9600000.0,27.3,25.8,2.0,1.0,1.0,1.0
2017,8,Arena Condá,Marcelo Aparecido Ribeiro de Souza,11603.0,Chapecoense,Botafogo,Vágner Mancini,Jair Ventura,4.0,12.0,12300000.0,10400000.0,27.4,27.1,0.0,2.0,0.0,1.0
2017,10,Arena Condá,João Batista de Arruda,8502.0,Chapecoense,Atlético-MG,Vágner Mancini,Roger Machado,10.0,16.0,9650000.0,19600000.0,25.8,26.3,0.0,1.0,0.0,1.0
2017,12,Arena Condá,Caio Max Augusto Vieira,9689.0,Chapecoense,Atlético-PR,Vinícius Eutrópio,Eduardo Baptista,15.0,14.0,10100000.0,18500000.0,27.0,27.5,1.0,1.0,1.0,1.0
2017,14,Arena Condá,Wagner do Nascimento Magalhães,10742.0,Chapecoense,São Paulo,Vinícius Eutrópio,Dorival Júnior,16.0,17.0,8500000.0,33230000.0,25.7,26.8,2.0,0.0,0.0,0.0
2017,17,Arena Condá,Marcelo Aparecido Ribeiro de Souza,9744.0,Chapecoense,Atlético-GO,Vinícius Eutrópio,João Paulo Sanches,12.0,20.0,8900000.0,5900000.0,26.6,26.8,1.0,2.0,1.0,0.0
2017,18,Arena Condá,Flavio Rodrigues de Souza,3466.0,Chapecoense,EC Bahia,Vinícius Eutrópio,Preto Casagrande,13.0,15.0,9500000.0,11100000.0,26.4,26.0,1.0,1.0,1.0,1.0
2017,20,Arena Condá,Paulo Roberto Alves Júnior,15831.0,Chapecoense,Corinthians,Vinícius Eutrópio,Fábio Carille,16.0,1.0,9750000.0,21450000.0,26.8,25.4,0.0,1.0,0.0,0.0
2017,23,Arena Condá,Leandro Bizzio Marinho,9676.0,Chapecoense,Cruzeiro,Vinícius Eutrópio,Mano Menezes,17.0,6.0,10250000.0,22850000.0,28.1,27.5,1.0,2.0,0.0,1.0
2017,25,Arena Condá,Jean Pierre Goncalves Lima,9980.0,Chapecoense,Ponte Preta,Emerson Cris,Eduardo Baptista,15.0,14.0,11850000.0,12350000.0,26.4,27.7,1.0,0.0,1.0,0.0
2017,28,Arena Condá,Dewson Fernando Freitas da Silva,10484.0,Chapecoense,Flamengo,Emerson Cris,Reinaldo Rueda,16.0,7.0,15100000.0,38100000.0,27.9,29.5,0.0,1.0,0.0,0.0
2017,30,Arena Condá,Claudio Francisco Lima e Silva,10010.0,Chapecoense,Fluminense,Emerson Cris,Abel Braga,14.0,9.0,15900000.0,15800000.0,27.7,25.2,2.0,0.0,1.0,0.0
2017,32,Arena Condá,Ricardo Marques Ribeiro,10654.0,Chapecoense,Sport Recife,Gilson Kleina,Daniel Paulista,14.0,15.0,12650000.0,19300000.0,26.9,30.4,1.0,1.0,0.0,0.0
2017,34,Arena Condá,Jailson Macedo Freitas,11301.0,Chapecoense,Santos FC,Gilson Kleina,Elano,14.0,3.0,15900000.0,27500000.0,27.8,27.5,2.0,0.0,1.0,0.0
2017,35,Arena Condá,Anderson Daronco,7546.0,Chapecoense,EC Vitória,Gilson Kleina,Vágner Mancini,13.0,16.0,15900000.0,12300000.0,27.8,26.1,2.0,1.0,1.0,1.0
2017,38,Arena Condá,Luiz Flávio de Oliveira,12913.0,Chapecoense,Coritiba FC,Gilson Kleina,Marcelo Oliveira,10.0,16.0,15000000.0,11750000.0,27.4,27.4,2.0,1.0,1.0,1.0
2017,1,Allianz Parque,Rodolpho Toski Marques,33425.0,Palmeiras,Vasco da Gama,Cuca,Milton Mendes,2.0,19.0,28950000.0,8530000.0,31.1,27.1,4.0,0.0,2.0,0.0
2017,4,Allianz Parque,Marcelo de Lima Henrique,34240.0,Palmeiras,Atlético-MG,Cuca,Roger Machado,14.0,16.0,25650000.0,29350000.0,28.8,28.1,0.0,0.0,0.0,0.0
2017,6,Allianz Parque,André Luiz de Freitas Castro,33066.0,Palmeiras,Fluminense,Cuca,Abel Braga,16.0,4.0,23400000.0,15530000.0,31.0,25.7,3.0,1.0,2.0,1.0
2017,9,Allianz Parque,Antonio Dib Moraes de Sousa,29014.0,Palmeiras,Atlético-GO,Cuca,Doriva,13.0,19.0,28700000.0,5300000.0,28.6,25.1,1.0,0.0,1.0,0.0
2017,13,Allianz Parque,Leandro Pedro Vuaden,39091.0,Palmeiras,Corinthians,Cuca,Fábio Carille,5.0,1.0,31650000.0,22500000.0,29.0,26.7,0.0,2.0,0.0,1.0
2017,14,Allianz Parque,Bruno Arleu de Araújo,36263.0,Palmeiras,EC Vitória,Cuca,Alexandre Gallo,7.0,18.0,29650000.0,14550000.0,29.3,27.8,4.0,2.0,2.0,1.0
2017,17,Allianz Parque,Anderson Daronco,33633.0,Palmeiras,Avaí FC,Cuca,Claudinei Oliveira,5.0,17.0,37400000.0,5950000.0,27.5,28.2,2.0,0.0,2.0,0.0
2017,19,Allianz Parque,Rodrigo Batista Raposo,29778.0,Palmeiras,Atlético-PR,Cuca,Fabiano Soares,4.0,10.0,21300000.0,21300000.0,29.7,29.6,0.0,1.0,0.0,1.0
2017,21,Allianz Parque,Dyorgines Jose Padovani,21261.0,Palmeiras,Chapecoense,Cuca,Vinícius Eutrópio,4.0,17.0,32150000.0,10000000.0,30.2,26.5,0.0,2.0,0.0,1.0
2017,22,Allianz Parque,Sandro Ricci,33537.0,Palmeiras,São Paulo,Cuca,Dorival Júnior,4.0,17.0,31150000.0,38950000.0,30.6,28.4,4.0,2.0,2.0,2.0
2017,26,Allianz Parque,Marcelo Aparecido Ribeiro de Souza,37527.0,Palmeiras,Santos FC,Cuca,Levir Culpi,4.0,2.0,33250000.0,17250000.0,29.4,26.9,0.0,1.0,0.0,0.0
2017,27,Allianz Parque,Rafael Traci,25331.0,Palmeiras,EC Bahia,Cuca,Paulo César Carpegiani,4.0,13.0,30750000.0,8350000.0,29.4,26.3,2.0,2.0,2.0,1.0
2017,31,Allianz Parque,Héber Lopes,37961.0,Palmeiras,Cruzeiro,Alberto Valentim,Mano Menezes,2.0,5.0,30500000.0,27000000.0,29.1,28.7,2.0,2.0,1.0,1.0
2017,34,Allianz Parque,Braulio da Silva Machado,27831.0,Palmeiras,Flamengo,Alberto Valentim,Reinaldo Rueda,4.0,7.0,27750000.0,28750000.0,30.0,27.1,2.0,0.0,2.0,0.0
2017,35,Allianz Parque,Rafael Traci,18744.0,Palmeiras,Sport Recife,Alberto Valentim,Daniel Paulista,3.0,17.0,31750000.0,17700000.0,30.6,30.5,5.0,1.0,0.0,0.0
2017,37,Allianz Parque,Elmo Alves Resende Cunha,23562.0,Palmeiras,Botafogo,Alberto Valentim,Jair Ventura,3.0,7.0,30750000.0,12300000.0,30.3,27.9,2.0,0.0,0.0,0.0
2017,1,Arena Fonte Nova,Flavio Rodrigues de Souza,8127.0,EC Bahia,Atlético-PR,Guto Ferreira,Paulo Autuori,1.0,18.0,13500000.0,15400000.0,26.1,25.5,6.0,2.0,5.0,2.0
2017,19,Arena Fonte Nova,João Batista de Arruda,24517.0,EC Bahia,São Paulo,Preto Casagrande,Dorival Júnior,16.0,17.0,11850000.0,22700000.0,26.8,26.6,2.0,1.0,2.0,1.0
2017,21,Arena Fonte Nova,Raphael Claus,22248.0,EC Bahia,Vasco da Gama,Preto Casagrande,Milton Mendes,15.0,13.0,10400000.0,8950000.0,25.8,28.1,3.0,0.0,2.0,0.0
2017,22,Arena Fonte Nova,Héber Lopes,22585.0,EC Bahia,Botafogo,Preto Casagrande,Jair Ventura,12.0,10.0,10400000.0,11550000.0,25.8,27.6,1.0,2.0,1.0,1.0
2017,25,Arena Fonte Nova,Luiz Flávio de Oliveira,13102.0,EC Bahia,Grêmio,Preto Casagrande,Renato Gaúcho,16.0,2.0,10900000.0,14750000.0,26.4,28.0,1.0,0.0,0.0,0.0
2017,26,Arena Fonte Nova,Péricles Bassols Pegado Cortez,21327.0,EC Bahia,Coritiba FC,Preto Casagrande,Marcelo Oliveira,13.0,19.0,9650000.0,13100000.0,24.6,27.8,1.0,1.0,1.0,0.0
2017,28,Arena Fonte Nova,Ricardo Marques Ribeiro,23413.0,EC Bahia,Corinthians,Paulo César Carpegiani,Fábio Carille,12.0,1.0,10550000.0,19750000.0,26.2,26.8,2.0,0.0,0.0,0.0
2017,30,Arena Fonte Nova,Marcelo de Lima Henrique,31185.0,EC Bahia,EC Vitória,Paulo César Carpegiani,Vágner Mancini,12.0,16.0,11600000.0,10600000.0,26.3,25.6,2.0,1.0,0.0,0.0
2017,32,Arena Fonte Nova,Wagner do Nascimento Magalhães,20539.0,EC Bahia,Ponte Preta,Paulo César Carpegiani,Eduardo Baptista,13.0,17.0,12000000.0,14350000.0,26.1,28.2,2.0,0.0,1.0,0.0
2017,34,Arena Fonte Nova,Raphael Claus,29769.0,EC Bahia,Atlético-MG,Paulo César Carpegiani,Oswaldo de Oliveira,9.0,10.0,12100000.0,21600000.0,25.7,28.6,2.0,2.0,0.0,1.0
2017,35,Arena Fonte Nova,Sandro Ricci,22896.0,EC Bahia,Santos FC,Paulo César Carpegiani,Elano,9.0,4.0,12100000.0,29750000.0,25.7,28.7,3.0,1.0,1.0,1.0
2017,37,Arena Fonte Nova,Péricles Bassols Pegado Cortez,35437.0,EC Bahia,Chapecoense,Paulo César Carpegiani,Gilson Kleina,10.0,12.0,12350000.0,16650000.0,25.3,28.5,0.0,1.0,0.0,1.0
2017,2,Arena Fonte Nova,Péricles Bassols Pegado Cortez,16515.0,EC Vitória,Corinthians,Dejan Petkovic,Fábio Carille,13.0,8.0,11600000.0,21750000.0,27.8,26.2,0.0,1.0,0.0,0.0
2017,3,Arena Fonte Nova,Vinicius Gonçalves Dias Araujo,7619.0,EC Vitória,Coritiba FC,Dejan Petkovic,Pachequinho,16.0,9.0,13250000.0,11700000.0,28.8,27.1,0.0,1.0,0.0,0.0
2017,2,Arena da Baixada,Marcelo Aparecido Ribeiro de Souza,17244.0,Atlético-PR,Grêmio,Paulo Autuori,Renato Gaúcho,18.0,5.0,23000000.0,28300000.0,28.0,28.0,0.0,2.0,0.0,0.0
2017,3,Arena da Baixada,Braulio da Silva Machado,19923.0,Atlético-PR,Flamengo,Eduardo Baptista,Zé Ricardo,19.0,3.0,22000000.0,24250000.0,28.7,28.1,1.0,1.0,0.0,1.0
2017,6,Arena da Baixada,Marcelo de Lima Henrique,20493.0,Atlético-PR,Santos FC,Eduardo Baptista,Elano,19.0,14.0,18750000.0,23250000.0,27.2,27.1,0.0,2.0,0.0,2.0
2017,9,Arena da Baixada,Wagner do Nascimento Magalhães,19150.0,Atlético-PR,São Paulo,Eduardo Baptista,Rogério Ceni,18.0,14.0,20250000.0,31400000.0,27.9,26.6,1.0,0.0,1.0,0.0
2017,10,Arena da Baixada,Rodrigo Batista Raposo,17784.0,Atlético-PR,EC Vitória,Eduardo Baptista,Alexandre Gallo,13.0,18.0,16750000.0,16500000.0,25.5,27.7,4.0,1.0,1.0,1.0
2017,13,Arena da Baixada,Braulio da Silva Machado,15984.0,Atlético-PR,Cruzeiro,Fabiano Soares,Mano Menezes,14.0,9.0,21500000.0,24750000.0,26.7,27.7,0.0,2.0,0.0,1.0
2017,15,Arena da Baixada,Anderson Daronco,15134.0,Atlético-PR,Botafogo,Fabiano Soares,Jair Ventura,15.0,6.0,22500000.0,12900000.0,27.6,27.4,0.0,0.0,0.0,0.0
2017,16,Arena da Baixada,Pablo dos Santos Alves,13661.0,Atlético-PR,Ponte Preta,Fabiano Soares,Gilson Kleina,16.0,14.0,17000000.0,9150000.0,24.9,27.1,0.0,2.0,0.0,0.0
2017,18,Arena da Baixada,Leandro Bizzio Marinho,14040.0,Atlético-PR,Avaí FC,Fabiano Soares,Claudinei Oliveira,14.0,18.0,17300000.0,6200000.0,25.0,27.0,5.0,0.0,1.0,0.0
2017,20,Arena da Baixada,Sandro Ricci,13963.0,Atlético-PR,EC Bahia,Fabiano Soares,Preto Casagrande,9.0,13.0,19050000.0,10700000.0,26.7,25.1,4.0,1.0,1.0,1.0
2017,23,Arena da Baixada,Anderson Daronco,17420.0,Atlético-PR,Coritiba FC,Fabiano Soares,Marcelo Oliveira,9.0,15.0,20050000.0,10200000.0,29.6,28.2,1.0,1.0,0.0,1.0
2017,24,Arena da Baixada,Raphael Claus,13404.0,Atlético-PR,Fluminense,Fabiano Soares,Abel Braga,9.0,8.0,20000000.0,10400000.0,27.9,23.5,3.0,1.0,0.0,1.0
2017,26,Arena da Baixada,Wagner Reway,13177.0,Atlético-PR,Atlético-MG,Fabiano Soares,Oswaldo de Oliveira,8.0,11.0,19550000.0,31000000.0,26.8,30.0,0.0,2.0,0.0,1.0
2017,27,Arena da Baixada,Dyorgines Jose Padovani,7537.0,Atlético-PR,Atlético-GO,Fabiano Soares,João Paulo Sanches,8.0,20.0,20000000.0,7100000.0,28.3,25.8,2.0,2.0,2.0,1.0
2017,30,Arena da Baixada,Thiago Duarte Peixoto,10407.0,Atlético-PR,Sport Recife,Fabiano Soares,Vanderlei Luxemburgo,10.0,13.0,17550000.0,20800000.0,27.3,30.4,2.0,1.0,0.0,0.0
2017,31,Arena da Baixada,Jailson Macedo Freitas,10529.0,Atlético-PR,Chapecoense,Fabiano Soares,Gilson Kleina,9.0,13.0,20050000.0,15900000.0,28.3,27.7,0.0,0.0,0.0,0.0
2017,33,Arena da Baixada,Wagner do Nascimento Magalhães,19394.0,Atlético-PR,Corinthians,Fabiano Soares,Fábio Carille,12.0,1.0,18750000.0,31750000.0,28.5,26.2,0.0,1.0,0.0,0.0
2017,36,Arena da Baixada,Leandro Bizzio Marinho,9991.0,Atlético-PR,Vasco da Gama,Fabiano Soares,Zé Ricardo,13.0,8.0,20000000.0,15800000.0,28.4,28.0,3.0,1.0,1.0,1.0
2017,38,Arena da Baixada,Claudio Francisco Lima e Silva,12879.0,Atlético-PR,Palmeiras,Fabiano Soares,Alberto Valentim,13.0,2.0,15800000.0,34750000.0,26.6,28.7,3.0,0.0,3.0,0.0
2017,1,Arena do Grêmio,Braulio da Silva Machado,20289.0,Grêmio,Botafogo,Renato Gaúcho,Jair Ventura,5.0,16.0,30350000.0,12550000.0,28.0,26.9,2.0,0.0,1.0,0.0
2017,4,Arena do Grêmio,Sandro Ricci,22579.0,Grêmio,Vasco da Gama,Renato Gaúcho,Milton Mendes,4.0,9.0,28300000.0,10650000.0,28.1,25.3,2.0,0.0,1.0,0.0
2017,9,Arena do Grêmio,Péricles Bassols Pegado Cortez,19035.0,Grêmio,Coritiba FC,Renato Gaúcho,Pachequinho,2.0,3.0,25550000.0,11600000.0,27.9,27.3,2.0,0.0,1.0,0.0
2017,10,Arena do Grêmio,Wilton Sampaio,54022.0,Grêmio,Corinthians,Renato Gaúcho,Fábio Carille,2.0,1.0,29300000.0,20250000.0,27.4,27.2,0.0,1.0,0.0,0.0
2017,12,Arena do Grêmio,Wagner Reway,29268.0,Grêmio,Avaí FC,Renato Gaúcho,Claudinei Oliveira,2.0,19.0,25650000.0,6550000.0,27.5,27.3,0.0,2.0,0.0,0.0
2017,14,Arena do Grêmio,Claudio Francisco Lima e Silva,19292.0,Grêmio,Ponte Preta,Renato Gaúcho,Gilson Kleina,2.0,15.0,28300000.0,14400000.0,27.3,30.1,3.0,1.0,0.0,1.0
2017,17,Arena do Grêmio,Braulio da Silva Machado,32251.0,Grêmio,Santos FC,Renato Gaúcho,Levir Culpi,2.0,3.0,32950000.0,29000000.0,27.9,27.9,1.0,1.0,1.0,1.0
2017,19,Arena do Grêmio,Flavio Rodrigues de Souza,24866.0,Grêmio,Atlético-MG,Renato Gaúcho,Rogério Micale,2.0,11.0,25050000.0,13680000.0,28.2,25.4,2.0,0.0,2.0,0.0
2017,21,Arena do Grêmio,Jailson Macedo Freitas,15369.0,Grêmio,Atlético-PR,Renato Gaúcho,Fabiano Soares,2.0,7.0,13100000.0,16800000.0,26.8,27.1,0.0,0.0,0.0,0.0
2017,22,Arena do Grêmio,André Luiz de Freitas Castro,19295.0,Grêmio,Sport Recife,Renato Gaúcho,Vanderlei Luxemburgo,2.0,9.0,17800000.0,19850000.0,28.0,29.6,5.0,0.0,2.0,0.0
2017,24,Arena do Grêmio,Marcelo de Lima Henrique,14618.0,Grêmio,Chapecoense,Renato Gaúcho,Emerson Cris,2.0,18.0,15750000.0,10350000.0,27.7,26.9,0.0,1.0,0.0,0.0
2017,26,Arena do Grêmio,Rafael Traci,15727.0,Grêmio,Fluminense,Renato Gaúcho,Abel Braga,3.0,10.0,18250000.0,19000000.0,28.5,24.9,1.0,0.0,0.0,0.0
2017,27,Arena do Grêmio,Rodrigo Batista Raposo,9217.0,Grêmio,Cruzeiro,Renato Gaúcho,Mano Menezes,3.0,5.0,19150000.0,23250000.0,28.1,29.2,0.0,1.0,0.0,0.0
2017,30,Arena do Grêmio,Ricardo Marques Ribeiro,18388.0,Grêmio,Palmeiras,Renato Gaúcho,Alberto Valentim,2.0,3.0,21950000.0,25800000.0,28.5,28.8,1.0,3.0,0.0,0.0
2017,32,Arena do Grêmio,Raphael Claus,19963.0,Grêmio,Flamengo,Renato Gaúcho,Reinaldo Rueda,4.0,7.0,40400000.0,29750000.0,28.2,28.3,3.0,1.0,0.0,0.0
2017,35,Arena do Grêmio,Rodolpho Toski Marques,22644.0,Grêmio,São Paulo,Renato Gaúcho,Dorival Júnior,2.0,11.0,42200000.0,35450000.0,28.1,28.4,1.0,0.0,1.0,0.0
2017,37,Arena do Grêmio,Bruno Arleu de Araújo,8259.0,Grêmio,Atlético-GO,Renato Gaúcho,João Paulo Sanches,2.0,20.0,5000000.0,6450000.0,24.5,26.5,1.0,1.0,0.0,0.0
2017,1,Neo Química Arena,Elmo Alves Resende Cunha,31470.0,Corinthians,Chapecoense,Fábio Carille,Vágner Mancini,8.0,11.0,22500000.0,11300000.0,26.6,26.3,1.0,1.0,1.0,0.0
2017,4,Neo Química Arena,Anderson Daronco,40169.0,Corinthians,Santos FC,Fábio Carille,Dorival Júnior,2.0,15.0,21500000.0,26950000.0,26.2,28.8,2.0,0.0,0.0,0.0
2017,6,Neo Química Arena,Ricardo Marques Ribeiro,42443.0,Corinthians,São Paulo,Fábio Carille,Rogério Ceni,1.0,7.0,21000000.0,30400000.0,26.6,26.0,3.0,2.0,2.0,1.0
2017,7,Neo Química Arena,Leandro Pedro Vuaden,30465.0,Corinthians,Cruzeiro,Fábio Carille,Mano Menezes,1.0,6.0,21000000.0,24500000.0,26.6,28.6,1.0,0.0,1.0,0.0
2017,11,Neo Química Arena,Rodolpho Toski Marques,40341.0,Corinthians,Botafogo,Fábio Carille,Jair Ventura,1.0,6.0,22500000.0,10050000.0,26.5,27.1,1.0,0.0,0.0,0.0
2017,12,Neo Química Arena,Ricardo Marques Ribeiro,32877.0,Corinthians,Ponte Preta,Fábio Carille,Gilson Kleina,1.0,11.0,19000000.0,13500000.0,26.1,31.1,2.0,0.0,1.0,0.0
2017,14,Neo Química Arena,Sandro Ricci,41458.0,Corinthians,Atlético-PR,Fábio Carille,Fabiano Soares,1.0,14.0,23100000.0,18250000.0,26.3,26.9,2.0,2.0,1.0,1.0
2017,17,Neo Química Arena,Ricardo Marques Ribeiro,45110.0,Corinthians,Flamengo,Fábio Carille,Zé Ricardo,1.0,4.0,23250000.0,36100000.0,25.5,31.0,1.0,1.0,1.0,0.0
2017,19,Neo Química Arena,Wagner Reway,41279.0,Corinthians,Sport Recife,Fábio Carille,Vanderlei Luxemburgo,1.0,6.0,21500000.0,19400000.0,25.4,29.2,3.0,1.0,1.0,0.0
2017,21,Neo Química Arena,Eduardo Tomaz de Aquino Valadão,42075.0,Corinthians,EC Vitória,Fábio Carille,Vágner Mancini,1.0,19.0,21500000.0,11350000.0,25.4,26.7,0.0,1.0,0.0,1.0
2017,22,Neo Química Arena,Péricles Bassols Pegado Cortez,40811.0,Corinthians,Atlético-GO,Fábio Carille,João Paulo Sanches,1.0,20.0,20850000.0,7650000.0,26.5,25.9,0.0,1.0,0.0,0.0
2017,24,Neo Química Arena,Elmo Alves Resende Cunha,41235.0,Corinthians,Vasco da Gama,Fábio Carille,Zé Ricardo,1.0,10.0,20500000.0,12100000.0,27.1,28.3,1.0,0.0,0.0,0.0
2017,27,Neo Química Arena,Claudio Francisco Lima e Silva,36439.0,Corinthians,Coritiba FC,Fábio Carille,Marcelo Oliveira,1.0,19.0,18000000.0,12600000.0,26.3,28.6,3.0,1.0,1.0,1.0
2017,29,Neo Química Arena,Héber Lopes,40008.0,Corinthians,Grêmio,Fábio Carille,Renato Gaúcho,1.0,2.0,21750000.0,29300000.0,26.6,28.1,0.0,0.0,0.0,0.0
2017,32,Neo Química Arena,Anderson Daronco,46493.0,Corinthians,Palmeiras,Fábio Carille,Alberto Valentim,1.0,2.0,31750000.0,35250000.0,26.7,28.8,3.0,2.0,3.0,1.0
2017,34,Neo Química Arena,Dewson Fernando Freitas da Silva,42732.0,Corinthians,Avaí FC,Fábio Carille,Claudinei Oliveira,1.0,19.0,28100000.0,6900000.0,26.0,28.6,1.0,0.0,0.0,0.0
2017,35,Neo Química Arena,Braulio da Silva Machado,46189.0,Corinthians,Fluminense,Fábio Carille,Abel Braga,1.0,14.0,27350000.0,25600000.0,25.6,26.1,3.0,1.0,0.0,1.0
2017,37,Neo Química Arena,Wagner do Nascimento Magalhães,46369.0,Corinthians,Atlético-MG,Fábio Carille,Oswaldo de Oliveira,1.0,8.0,31250000.0,28850000.0,27.1,29.9,2.0,2.0,1.0,1.0
2017,13,Arena de Pernambuco,Dyorgines Jose Padovani,25861.0,Sport Recife,Chapecoense,Vanderlei Luxemburgo,Vinícius Eutrópio,6.0,15.0,17400000.0,10100000.0,28.8,27.0,3.0,0.0,0.0,0.0
2017,16,Arena de Pernambuco,Eduardo Tomaz de Aquino Valadão,42025.0,Sport Recife,Palmeiras,Vanderlei Luxemburgo,Cuca,5.0,6.0,20900000.0,27500000.0,27.8,27.5,0.0,2.0,0.0,2.0
2017,2,Estádio Serra Dourada,Igor Junior Benevenuto,10144.0,Atlético-GO,Flamengo,Marcelo Cabo,Zé Ricardo,17.0,10.0,7050000.0,23100000.0,26.9,28.8,0.0,3.0,0.0,1.0
2017,3,Estádio Serra Dourada,Paulo Henrique Schleinch Vollkopf,13712.0,Atlético-GO,Corinthians,Marcelo Cabo,Fábio Carille,20.0,4.0,7100000.0,21500000.0,26.5,26.2,0.0,1.0,0.0,1.0
2017,12,Estádio Serra Dourada,Rafael Traci,2857.0,Atlético-GO,EC Vitória,Doriva,Alexandre Gallo,20.0,18.0,5350000.0,14550000.0,25.4,28.2,1.0,2.0,0.0,1.0
2017,25,Estádio Serra Dourada,Héber Lopes,5237.0,Atlético-GO,Cruzeiro,João Paulo Sanches,Mano Menezes,20.0,6.0,4600000.0,17600000.0,24.9,26.7,1.0,2.0,0.0,2.0
2017,29,Estádio Serra Dourada,Claudio Francisco Lima e Silva,9046.0,Atlético-GO,Vasco da Gama,João Paulo Sanches,Zé Ricardo,20.0,8.0,7950000.0,13950000.0,25.3,27.9,0.0,1.0,0.0,1.0
2017,32,Estádio Serra Dourada,Braulio da Silva Machado,17697.0,Atlético-GO,São Paulo,João Paulo Sanches,Dorival Júnior,20.0,11.0,7800000.0,35950000.0,26.2,27.9,0.0,1.0,0.0,1.0
2017,34,Estádio Alfredo Jaconi,Marcelo Aparecido Ribeiro de Souza,14021.0,Grêmio,EC Vitória,Renato Gaúcho,Vágner Mancini,2.0,16.0,38350000.0,13050000.0,28.0,26.0,1.0,1.0,1.0,1.0
2017,2,Estádio São Januário,Leandro Bizzio Marinho,19030.0,Vasco da Gama,EC Bahia,Milton Mendes,Guto Ferreira,19.0,1.0,10100000.0,11650000.0,26.6,26.5,2.0,1.0,0.0,0.0
2017,3,Estádio São Januário,Raphael Claus,19082.0,Vasco da Gama,Fluminense,Milton Mendes,Abel Braga,14.0,2.0,9950000.0,21500000.0,26.1,24.9,3.0,2.0,1.0,0.0
2017,5,Estádio São Januário,Wagner Reway,16288.0,Vasco da Gama,Corinthians,Milton Mendes,Fábio Carille,12.0,2.0,9950000.0,20000000.0,26.1,26.0,2.0,5.0,0.0,2.0
2017,6,Estádio São Januário,Caio Max Augusto Vieira,10273.0,Vasco da Gama,Sport Recife,Milton Mendes,Vanderlei Luxemburgo,15.0,11.0,8700000.0,14050000.0,26.4,28.6,2.0,1.0,0.0,0.0
2017,8,Estádio São Januário,Rafael Traci,10993.0,Vasco da Gama,Avaí FC,Milton Mendes,Claudinei Oliveira,13.0,19.0,9700000.0,5550000.0,27.2,28.6,1.0,0.0,1.0,0.0
2017,10,Estádio São Januário,Dyorgines Jose Padovani,20658.0,Vasco da Gama,Atlético-GO,Milton Mendes,Doriva,11.0,19.0,9700000.0,5650000.0,27.3,25.2,1.0,0.0,1.0,0.0
2017,12,Estádio São Januário,Anderson Daronco,19622.0,Vasco da Gama,Flamengo,Milton Mendes,Zé Ricardo,9.0,3.0,12600000.0,30950000.0,28.4,28.3,0.0,1.0,0.0,0.0
2017,14,Estádio São Januário,Dewson Fernando Freitas da Silva,0.0,Vasco da Gama,Santos FC,Milton Mendes,Levir Culpi,10.0,4.0,14200000.0,23350000.0,29.0,26.5,0.0,0.0,0.0,0.0
2017,23,Estádio São Januário,Héber Lopes,0.0,Vasco da Gama,Grêmio,Zé Ricardo,Renato Gaúcho,12.0,2.0,13900000.0,17050000.0,29.2,29.1,1.0,0.0,1.0,0.0
2017,26,Estádio São Januário,Wilton Sampaio,0.0,Vasco da Gama,Chapecoense,Zé Ricardo,Emerson Cris,9.0,12.0,12700000.0,8600000.0,27.9,27.3,1.0,1.0,1.0,0.0
2017,34,Estádio São Januário,Leandro Pedro Vuaden,16439.0,Vasco da Gama,São Paulo,Zé Ricardo,Dorival Júnior,8.0,11.0,13950000.0,36450000.0,26.7,28.2,1.0,1.0,0.0,1.0
2017,35,Estádio São Januário,Flavio Rodrigues de Souza,11486.0,Vasco da Gama,Atlético-MG,Zé Ricardo,Oswaldo de Oliveira,8.0,10.0,13650000.0,32000000.0,26.0,30.4,1.0,1.0,1.0,0.0
2017,38,Estádio São Januário,Rafael Traci,22076.0,Vasco da Gama,Ponte Preta,Zé Ricardo,Eduardo Baptista,7.0,19.0,15650000.0,10700000.0,27.4,28.3,2.0,1.0,1.0,0.0
2017,7,Estádio Luso Brasileiro,Ricardo Marques Ribeiro,13981.0,Flamengo,Ponte Preta,Zé Ricardo,Gilson Kleina,14.0,5.0,19850000.0,10500000.0,26.9,28.4,2.0,0.0,1.0,0.0
2017,9,Estádio Luso Brasileiro,Leandro Bizzio Marinho,14632.0,Flamengo,Chapecoense,Zé Ricardo,Vágner Mancini,8.0,5.0,22450000.0,11900000.0,29.1,27.6,5.0,1.0,2.0,0.0
